# Data for PTB_Yb_CombKnoten-INRIM_ITYb1 
# File generated on: 2025-01-20T17:02:58+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys 	uB_sys 
59639.004317	1.3014745938e-16	1	2e-17	2.7e-18
59639.004329	-5.3905939093e-16	1	2e-17	2.7e-18
59639.004340	-1.0595704544e-16	1	2e-17	2.7e-18
59639.004352	1.1973759386e-15	1	2e-17	2.7e-18
59639.004363	1.4656516018e-15	1	2e-17	2.7e-18
59639.004375	2.4173989972e-15	1	2e-17	2.7e-18
59639.004387	-7.9234595908e-16	1	2e-17	2.7e-18
59639.004398	1.0902550699e-15	1	2e-17	2.7e-18
59639.004410	-4.3735106275e-16	1	2e-17	2.7e-18
59639.004421	-1.2355889830e-15	1	2e-17	2.7e-18
59639.004433	-2.1216735373e-16	1	2e-17	2.7e-18
59639.004444	-4.5543182805e-16	1	2e-17	2.7e-18
59639.004456	1.4029067892e-16	1	2e-17	2.7e-18
59639.004468	-2.9020128043e-15	1	2e-17	2.7e-18
59639.004479	3.5423680184e-16	1	2e-17	2.7e-18
59639.004491	-1.9879016239e-17	1	2e-17	2.7e-18
59639.004502	3.0679533350e-17	1	2e-17	2.7e-18
59639.004514	-6.3029161561e-16	1	2e-17	2.7e-18
59639.004525	-2.6383805758e-16	1	2e-17	2.7e-18
59639.004537	2.7324529019e-15	1	2e-17	2.7e-18
59639.004549	-6.8298892339e-16	1	2e-17	2.7e-18
59639.004560	-1.7128022633e-15	1	2e-17	2.7e-18
59639.004572	-2.7767349374e-15	1	2e-17	2.7e-18
59639.004583	-6.7735446023e-16	1	2e-17	2.7e-18
59639.004595	5.4133198033e-16	1	2e-17	2.7e-18
59639.004606	-2.0432891083e-16	1	2e-17	2.7e-18
59639.004618	8.7881108234e-16	1	2e-17	2.7e-18
59639.004630	-2.4653232743e-16	1	2e-17	2.7e-18
59639.004641	2.2532177540e-16	1	2e-17	2.7e-18
59639.004653	-1.3676193966e-15	1	2e-17	2.7e-18
59639.004664	-5.1355607592e-17	1	2e-17	2.7e-18
59639.004676	-1.1299504220e-16	1	2e-17	2.7e-18
59639.004687	8.7860610036e-16	1	2e-17	2.7e-18
59639.004699	3.5115444894e-17	1	2e-17	2.7e-18
59639.004711	-1.5101377722e-15	1	2e-17	2.7e-18
59639.004722	-3.9375512399e-15	1	2e-17	2.7e-18
59639.004734	-7.6408301073e-16	1	2e-17	2.7e-18
59639.004745	1.9867581294e-16	1	2e-17	2.7e-18
59639.004757	-9.0594408874e-17	1	2e-17	2.7e-18
59639.004769	-2.4741662983e-16	1	2e-17	2.7e-18
59639.004780	1.2877797651e-15	1	2e-17	2.7e-18
59639.004792	9.0366557011e-17	1	2e-17	2.7e-18
59639.004803	-2.7667043732e-15	1	2e-17	2.7e-18
59639.004815	-9.1133968861e-17	1	2e-17	2.7e-18
59639.004826	-1.0929045890e-15	1	2e-17	2.7e-18
59639.004838	1.2389889733e-16	1	2e-17	2.7e-18
59639.004850	1.1090397196e-15	1	2e-17	2.7e-18
59639.004861	9.6936652769e-16	1	2e-17	2.7e-18
59639.004873	6.3623355174e-16	1	2e-17	2.7e-18
59639.004884	-9.1418656635e-16	1	2e-17	2.7e-18
59639.004896	9.9317492978e-16	1	2e-17	2.7e-18
59639.004907	1.2436451134e-15	1	2e-17	2.7e-18
59639.004919	-3.5392932888e-16	1	2e-17	2.7e-18
59639.004931	1.9398672325e-15	1	2e-17	2.7e-18
59639.004942	1.1336875313e-15	1	2e-17	2.7e-18
59639.004954	-1.8715701189e-15	1	2e-17	2.7e-18
59639.004965	-1.8390042432e-15	1	2e-17	2.7e-18
59639.004977	3.0917041388e-16	1	2e-17	2.7e-18
59639.004988	2.1845826743e-15	1	2e-17	2.7e-18
59639.005000	1.4273572423e-15	1	2e-17	2.7e-18
59639.005012	-7.8997257276e-16	1	2e-17	2.7e-18
59639.005023	-2.1791904625e-15	1	2e-17	2.7e-18
59639.005035	-5.5742560632e-16	1	2e-17	2.7e-18
59639.005093	-1.6429686320e-15	1	2e-17	2.7e-18
59639.005104	-2.7961955193e-15	1	2e-17	2.7e-18
59639.005116	-1.4728971217e-16	1	2e-17	2.7e-18
59639.005127	-8.1934852241e-16	1	2e-17	2.7e-18
59639.005139	-2.2092143924e-16	1	2e-17	2.7e-18
59639.005150	1.7597744754e-15	1	2e-17	2.7e-18
59639.005162	4.0154105084e-16	1	2e-17	2.7e-18
59639.005174	1.1555020179e-15	1	2e-17	2.7e-18
59639.005185	-6.9786705711e-16	1	2e-17	2.7e-18
59639.005197	-2.6665283276e-15	1	2e-17	2.7e-18
59639.005208	5.3341899853e-17	1	2e-17	2.7e-18
59639.005220	-1.1035780512e-15	1	2e-17	2.7e-18
59639.005231	-1.1474170884e-15	1	2e-17	2.7e-18
59639.005243	-1.9081831181e-15	1	2e-17	2.7e-18
