# Data for INRIM_ITYb1-PTB_Sr3_CombKnoten 
# File generated on: 2025-01-20T17:03:46+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B            	flag	uA_sys     	uB_sys
59639.183137	-8.4156617662e-16	1	2.89e-18	2e-17
59639.183148	8.1471204517e-16	1	2.8900800000000003e-18	2e-17
59639.183160	-3.5753973457e-16	1	2.89016e-18	2e-17
59639.183171	-1.1626656258e-15	1	2.8902400000000003e-18	2e-17
59639.183183	1.6822334800e-15	1	2.8903200000000002e-18	2e-17
59639.183194	7.5149952092e-16	1	2.89041e-18	2e-17
59639.183206	-9.5049892772e-16	1	2.8904900000000004e-18	2e-17
59639.183218	-8.8628751335e-16	1	2.8905700000000003e-18	2e-17
59639.183229	-7.8265861099e-17	1	2.89065e-18	2e-17
59639.183241	-1.5838758704e-15	1	2.8907300000000003e-18	2e-17
59639.183252	1.2094905886e-16	1	2.89081e-18	2e-17
59639.183264	-3.3744459471e-16	1	2.8908900000000004e-18	2e-17
59639.183275	1.7046096642e-15	1	2.8909700000000003e-18	2e-17
59639.183287	1.8689229961e-15	1	2.89105e-18	2e-17
59639.183299	1.7315036562e-15	1	2.8911300000000003e-18	2e-17
59639.183310	1.6288344376e-16	1	2.8912100000000002e-18	2e-17
59639.183322	5.3743986782e-16	1	2.8912900000000004e-18	2e-17
59639.183333	-1.1100493851e-15	1	2.8913700000000003e-18	2e-17
59639.183345	7.5623325077e-18	1	2.8914600000000003e-18	2e-17
59639.183356	-9.0101295027e-16	1	2.89154e-18	2e-17
59639.183368	1.9601397131e-15	1	2.8916200000000003e-18	2e-17
59639.183380	1.2961565813e-15	1	2.8917e-18	2e-17
59639.183391	-2.9112790691e-16	1	2.8917800000000004e-18	2e-17
59639.183403	9.9169824178e-16	1	2.8918600000000003e-18	2e-17
59639.183414	1.4545872418e-15	1	2.89194e-18	2e-17
59639.183426	1.1706398200e-15	1	2.8920200000000003e-18	2e-17
59639.183438	7.6393599326e-16	1	2.8921e-18	2e-17
59639.183449	-1.7192228957e-16	1	2.8921800000000004e-18	2e-17
59639.183461	2.8237508246e-15	1	2.8922600000000003e-18	2e-17
59639.183472	-2.0774919417e-15	1	2.8923500000000003e-18	2e-17
59639.183484	-8.9628866247e-16	1	2.89243e-18	2e-17
59639.183495	6.9691747539e-16	1	2.8925100000000003e-18	2e-17
59639.183507	6.1954762494e-16	1	2.89259e-18	2e-17
59639.183519	-5.4739663793e-16	1	2.8926700000000004e-18	2e-17
59639.183530	-2.6936296705e-15	1	2.8927500000000003e-18	2e-17
59639.183542	-2.1542997421e-15	1	2.89283e-18	2e-17
59639.183553	2.5308127353e-16	1	2.8929100000000003e-18	2e-17
59639.183565	5.2814491164e-16	1	2.8929900000000002e-18	2e-17
59639.183576	-8.4059598153e-16	1	2.8930700000000004e-18	2e-17
59639.183588	-1.4937020469e-15	1	2.8931600000000004e-18	2e-17
59639.183600	-1.7578495576e-15	1	2.8932400000000003e-18	2e-17
59639.183611	1.6788899466e-16	1	2.89332e-18	2e-17
59639.183623	-3.4982601900e-16	1	2.8933300000000002e-18	2e-17
59639.183634	2.3669524144e-16	1	2.8933400000000004e-18	2e-17
59639.183646	4.2248228896e-16	1	2.89335e-18	2e-17
59639.183657	5.4921470945e-16	1	2.8933600000000002e-18	2e-17
59639.183669	1.8699878170e-15	1	2.8933700000000003e-18	2e-17
59639.183681	2.7145708150e-16	1	2.89338e-18	2e-17
59639.183692	1.4417220724e-15	1	2.89338e-18	2e-17
59639.183704	1.1521419946e-15	1	2.8933900000000002e-18	2e-17
59639.183715	1.5331942864e-15	1	2.8934e-18	2e-17
59639.183727	-6.7665335124e-16	1	2.89341e-18	2e-17
59639.183738	6.3655062473e-16	1	2.8934200000000002e-18	2e-17
59639.183750	6.6266763668e-16	1	2.8934300000000003e-18	2e-17
59639.183762	-1.0563880266e-15	1	2.89344e-18	2e-17
59639.183773	3.8831132828e-18	1	2.89345e-18	2e-17
59639.183785	1.9686302066e-15	1	2.8934600000000003e-18	2e-17
59639.183796	1.6848869864e-16	1	2.89347e-18	2e-17
59639.183808	-1.1305261550e-15	1	2.89348e-18	2e-17
59639.183819	7.5011745255e-16	1	2.8934900000000003e-18	2e-17
59639.183831	5.5292397325e-16	1	2.8935e-18	2e-17
59639.183843	6.3634209596e-16	1	2.89351e-18	2e-17
59639.183854	1.2786052822e-15	1	2.8935200000000003e-18	2e-17
