# Data for PTB_In_CombKnoten-PTB_Yb_CombKnoten 
# File generated on: 2025-01-20T17:01:50+01:00
# With the script: 06-procclocks-v3.py 
# 
# t           	ΔA→B             	flag	uA_sys 	uB_sys     
59640.002882	-8.8879633024e-15	1	2.7e-18	2.52485e-18
59640.002894	-8.8907864632e-15	1	2.7e-18	2.52485e-18
59640.002905	-8.8477012853e-15	1	2.7e-18	2.52485e-18
59640.002917	-8.7952259001e-15	1	2.7e-18	2.52485e-18
59640.002928	-8.7893051398e-15	1	2.7e-18	2.52485e-18
59640.002940	-8.7839391861e-15	1	2.7e-18	2.52485e-18
59640.002951	-8.7712802787e-15	1	2.7e-18	2.52485e-18
59640.002963	-8.6952819416e-15	1	2.7e-18	2.52485e-18
59640.002975	-8.6940071570e-15	1	2.7e-18	2.52485e-18
59640.002986	-8.6817378847e-15	1	2.7e-18	2.52485e-18
59640.002998	-8.6994036039e-15	1	2.7e-18	2.52485e-18
59640.003009	-8.7211833621e-15	1	2.7e-18	2.52485e-18
59640.003021	-8.8238581548e-15	1	2.7e-18	2.52485e-18
59640.003032	-8.9508842978e-15	1	2.7e-18	2.52485e-18
59640.003044	-8.9576537851e-15	1	2.7e-18	2.52485e-18
59640.003056	-8.9607971244e-15	1	2.7e-18	2.52485e-18
59640.003067	-8.9558081003e-15	1	2.7e-18	2.52485e-18
59640.003079	-8.9635592988e-15	1	2.7e-18	2.52485e-18
59640.003090	-8.9503345734e-15	1	2.7e-18	2.52485e-18
59640.003102	-8.9629680698e-15	1	2.7e-18	2.52485e-18
59640.003113	-8.9598399772e-15	1	2.7e-18	2.52485e-18
59640.003125	-9.0247887695e-15	1	2.7e-18	2.52485e-18
59640.003137	-9.0603192605e-15	1	2.7e-18	2.52485e-18
59640.003148	-9.0576849881e-15	1	2.7e-18	2.52485e-18
59640.003160	-9.0593875243e-15	1	2.7e-18	2.52485e-18
59640.003171	-9.0585853841e-15	1	2.7e-18	2.52485e-18
59640.003183	-9.3008800057e-15	1	2.7e-18	2.52485e-18
59640.003194	-1.0002788257e-14	1	2.7e-18	2.52485e-18
59640.003206	-1.0058785605e-14	1	2.7e-18	2.52485e-18
59640.003218	-1.0065293359e-14	1	2.7e-18	2.52485e-18
59640.003229	-1.0063013147e-14	1	2.7e-18	2.52485e-18
59640.003241	-1.0057808129e-14	1	2.7e-18	2.52485e-18
59640.003252	-1.0069188017e-14	1	2.7e-18	2.52485e-18
59640.003264	-1.0053997328e-14	1	2.7e-18	2.52485e-18
59640.003275	-1.0059650426e-14	1	2.7e-18	2.52485e-18
59640.003287	-1.0064403128e-14	1	2.7e-18	2.52485e-18
59640.003299	-1.0054541123e-14	1	2.7e-18	2.52485e-18
59640.003310	-1.0070539881e-14	1	2.7e-18	2.52485e-18
59640.003322	-1.0021837181e-14	1	2.7e-18	2.52485e-18
59640.003333	-9.5776793614e-15	1	2.7e-18	2.52485e-18
59640.003345	-9.4253235452e-15	1	2.7e-18	2.52485e-18
59640.003356	-9.4328443507e-15	1	2.7e-18	2.52485e-18
59640.003368	-9.4317338905e-15	1	2.7e-18	2.52485e-18
59640.003380	-9.4228451268e-15	1	2.7e-18	2.52485e-18
59640.003391	-9.4302151605e-15	1	2.7e-18	2.52485e-18
59640.003403	-9.4103607082e-15	1	2.7e-18	2.52485e-18
59640.003414	-9.3436051946e-15	1	2.7e-18	2.52485e-18
59640.003426	-9.3344902730e-15	1	2.7e-18	2.52485e-18
59640.003437	-9.3322625764e-15	1	2.7e-18	2.52485e-18
59640.003449	-9.3317585918e-15	1	2.7e-18	2.52485e-18
59640.003461	-9.4083947447e-15	1	2.7e-18	2.52485e-18
59640.003472	-9.4300466009e-15	1	2.7e-18	2.52485e-18
59640.003484	-9.2551537791e-15	1	2.7e-18	2.52485e-18
59640.003495	-8.6959824378e-15	1	2.7e-18	2.52485e-18
59640.003507	-8.6599225512e-15	1	2.7e-18	2.52485e-18
59640.003519	-8.6693822151e-15	1	2.7e-18	2.52485e-18
59640.003530	-8.8182914543e-15	1	2.7e-18	2.52485e-18
59640.003542	-8.8539608588e-15	1	2.7e-18	2.52485e-18
59640.003553	-8.8582095760e-15	1	2.7e-18	2.52485e-18
59640.003565	-8.8509208575e-15	1	2.7e-18	2.52485e-18
59640.003576	-8.7899285561e-15	1	2.7e-18	2.52485e-18
