L_m,Delta_t,Phi_t,dPhi_dL
13774299911.681784,1.5533607284758613e-18,1.0135476997855053e-11,-6.2093701535441155e-22
14079080339.123568,1.5586953896046068e-18,9.950121170823208e-12,-5.961639200852593e-22
14390604565.491526,1.5640590855244656e-18,9.768222012967746e-12,-5.723831502450047e-22
14709021809.107409,1.569451983215217e-18,9.58971382325418e-12,-5.495547988174547e-22
15034484590.009129,1.574874250657438e-18,9.414532172112045e-12,-5.276405699367824e-22
15367148803.006536,1.5803260568386025e-18,9.242613876417633e-12,-5.066037135931498e-22
15707173792.35425,1.5858075717592269e-18,9.073896974976046e-12,-4.864089629942784e-22
16054722428.076645,1.591318966439053e-18,8.908320704492914e-12,-4.670224744744927e-22
16409961183.98166,1.5968604129232697e-18,8.74582547602573e-12,-4.484117698474177e-22
16773060217.4008,1.6024320842887685e-18,8.58635285190516e-12,-4.3054568110248375e-22
17144193450.693527,1.6080341546504397e-18,8.42984552311675e-12,-4.1339429734960424e-22
17523538654.555073,1.613666799167509e-18,8.276247287133834e-12,-3.9692891392032877e-22
17911277533.167583,1.619330194049908e-18,8.125503026192395e-12,-3.811219835375701e-22
18307595811.23554,1.6250245165646889e-18,7.977558685998988e-12,-3.6594706946936995e-22
18712683322.946217,1.630749945042466e-18,7.832361254863253e-12,-3.5137880058598164e-22
19126734102.90008,1.6365066588839205e-18,7.689858743245654e-12,-3.3739282824250103e-22
19549946479.05165,1.6422948385663188e-18,7.55000016371311e-12,-3.239657849127712e-22
19982523167.707607,1.6481146656500842e-18,7.412735511293496e-12,-3.11075244503011e-22
20424671370.626743,1.6539663227854094e-18,7.278015744221314e-12,-2.9869968427688575e-22
20876602874.26841,1.6598499937189006e-18,7.145792765066496e-12,-2.8681844832619076e-22
21338534151.237022,1.6657658633002721e-18,7.016019402238723e-12,-2.7541171252429195e-22
21810686463.97123,1.6717141174890737e-18,6.88864939185958e-12,-2.644604509018566e-22
22293285970.727303,1.6776949433614636e-18,6.763637359995231e-12,-2.5394640338694073e-22
22786563833.907875,1.6837085291170253e-18,6.640938805242215e-12,-2.438520448539347e-22
23290756330.78665,1.689755064085608e-18,6.52051008165955e-12,-2.341605554279841e-22
23806104966.68497,1.6958347387342409e-18,6.4023083820395145e-12,-2.24855791993804e-22
24332856590.650764,1.701947744674059e-18,6.286291721511143e-12,-2.159222608598935e-22
24871263513.697983,1.7080942746672866e-18,6.1724189214690885e-12,-2.0734509153108045e-22
25421583629.66216,1.7142745226342605e-18,6.060649593821558e-12,-1.9911001154430876e-22
25984080538.73008,1.7204886836604938e-18,5.95094412555085e-12,-1.912033223244034e-22
26559023673.70273,1.7267369540037858e-18,5.843263663580222e-12,-1.836118760183268e-22
27146688429.05212,1.733019531101371e-18,5.737570099940893e-12,-1.7632305326809584e-22
27747356292.833607,1.739336613577119e-18,5.633826057233196e-12,-1.693247418842426e-22
28361314981.51733,1.7456884012487692e-18,5.5319948743758435e-12,-1.6260531638313298e-22
28988858577.80182,1.7520750951352084e-18,5.432040592637839e-12,-1.5615361835304525e-22
29630287671.4793,1.7584968974638136e-18,5.333927941946721e-12,-1.499589376153433e-22
30285909503.415577,1.7649540116778076e-18,5.2376223274683435e-12,-1.4401099414839324e-22
30956038112.716866,1.7714466424436862e-18,5.143089816452225e-12,-1.3829992074323126e-22
31640994487.15274,1.7779749956586742e-18,5.050297125337287e-12,-1.3281624636128087e-22
32341106716.907444,1.7845392784582328e-18,4.9592116071127665e-12,-1.2755088016553984e-22
33056710151.733185,1.791139699223616e-18,4.869801238929181e-12,-1.224950961979304e-22
33788147561.58077,1.797776467589466e-18,4.782034609954279e-12,-1.1764051867656804e-22
34535769300.784454,1.8044497944514586e-18,4.695880909469121e-12,-1.12979107887719e-22
35299933475.87963,1.8111598919739946e-18,4.611309915199437e-12,-1.0850314664837627e-22
36081006117.13416,1.817906973597942e-18,4.528291981877525e-12,-1.0420522731622852e-22
36879361353.87352,1.824691254048409e-18,4.446798030030252e-12,-1.000782393248545e-22
37695381593.68847,1.8315129493425933e-18,4.366799534988154e-12,-9.611535722277052e-23
38529457705.60484,1.838372276797648e-18,4.288268516111841e-12,-9.231002919593481e-23
39381989207.30789,1.845269455038621e-18,4.211177526230894e-12,-8.865596605407827e-23
40253384456.50902,1.8522047040064237e-18,4.135499641291124e-12,-8.514713066204844e-23
41144060846.54672,1.8591782449658544e-18,4.0612084502060864e-12,-8.17777277980922e-23
42054445006.31561,1.866190300513681e-18,3.9882780449086994e-12,-7.854219442180496e-23
42984973004.61929,1.8732410945867558e-18,3.916683010598956e-12,-7.54351903351251e-23
43936090559.04474,1.880330852470188e-18,3.8463984161838446e-12,-7.245158922041218e-23
44908253249.45887,1.8874598008055733e-18,3.777399804905598e-12,-6.958647004034923e-23
45901926736.22723,1.89462816759925e-18,3.709663185154633e-12,-6.68351087850174e-23
46917586983.26483,1.9018361822306392e-18,3.6431650214631345e-12,-6.419297055204094e-23
47955720486.0187,1.909084075460604e-18,3.577882225676167e-12,-6.165570194633255e-23
49016824504.49676,1.916372079439883e-18,3.5137921482964124e-12,-5.92191237864876e-23
50101407301.45252,1.923700427717554e-18,3.4508725699991626e-12,-5.687922410541473e-23
51209988385.84008,1.931069355249572e-18,3.3891016933142173e-12,-5.463215143325984e-23
52343098761.65587,1.938479098407338e-18,3.328458134471283e-12,-5.247420835124106e-23
53501281182.286575,1.9459298949863338e-18,3.2689209154056616e-12,-5.0401845305375013e-23
54685090410.4849,1.953421984214803e-18,3.2104694559210047e-12,-4.841165466961665e-23
55895093484.09776,1.9609556067624885e-18,3.153083566006014e-12,-4.6500365048296606e-23
57131869987.67457,1.968531004749422e-18,3.0967434383019863e-12,-4.4664835808183615e-23
58396012330.08316,1.976148421754756e-18,3.041429640718323e-12,-4.290205183087665e-23
59688126028.27295,1.9838081028256733e-18,2.987123109192752e-12,-4.120911847661022e-23
61008829997.31226,1.991510294486332e-18,2.9338051405937936e-12,-3.958325675093664e-23
62358756846.8456,1.999255244746866e-18,2.881457385762305e-12,-3.802179866607315e-23
63738553184.11,2.0070432031124473e-18,2.8300618426894872e-12,-3.6522182789034555e-23
65148879923.65622,2.014874420592398e-18,2.7796008498286004e-12,-3.5081949969016505e-23
66590412603.92302,2.0227491497093643e-18,2.7300570795377304e-12,-3.369873923677674e-23
68063841710.816216,2.0306676445085345e-18,2.6814135316509954e-12,-3.2370283869061756e-23
69569873008.4475,2.038630160566927e-18,2.6336535271756468e-12,-3.109440761141292e-23
71109227877.19191,2.0466369550027272e-18,2.5867607021125355e-12,-2.986902105295569e-23
72682643659.22273,2.0546882864846696e-18,2.540719001397593e-12,-2.869211814702712e-23
74290874011.69746,2.06278441524151e-18,2.4955126729616796e-12,-2.756177287175625e-23
75934689267.75314,2.0709256030715206e-18,2.4511262619067666e-12,-2.6476136024948046e-23
77614876805.49197,2.0791121133520578e-18,2.4075446047959062e-12,-2.5433432147840462e-23
79332241425.131,2.087344211049192e-18,2.3647528240548262e-12,-2.443195657254051e-23
81087605734.49677,2.0956221627273864e-18,2.322736322482906e-12,-2.3470072588146714e-23
82881810543.04977,2.1039462365592425e-18,2.2814807778713815e-12,-2.2546208720762666e-23
84715715264.6274,2.112316702335298e-18,2.2409721377266304e-12,-2.1658856122812847e-23
86590198329.09824,2.1207338314738912e-18,2.2011966140964756e-12,-2.0806566067247625e-23
88506157603.12563,2.129197897031081e-18,2.16214067849743e-12,-1.9987947542406856e-23
90464510820.23784,2.1377091737106222e-18,2.1237910569409896e-12,-1.920166494348929e-23
92466196020.42143,2.146267937874019e-18,2.0861347250567617e-12,-1.844643585672099e-23
94512171999.43433,2.1548744675506178e-18,2.0491589033108367e-12,-1.7721028932493807e-23
96603418768.06386,2.1635290424477773e-18,2.012851052317286e-12,-1.7024261843885752e-23
98740938021.5468,2.1722319439610913e-18,1.977198868241005e-12,-1.635499932712499e-23
100925753619.37527,2.1809834551846773e-18,1.942190278290121e-12,-1.5712151300686688e-23
103158912075.71976,2.1897838609215277e-18,1.9078134362961627e-12,-1.509467105986501e-23
105441483060.70338,2.198633447693925e-18,1.8740567183802633e-12,-1.4501553543774107e-23
107774559912.76772,2.207532503753915e-18,1.840908718703701e-12,-1.3931833671863227e-23
110159260162.37576,2.2164813190938496e-18,1.8083582453010983e-12,-1.338458474714305e-23
112596726067.3034,2.225480185456997e-18,1.7763943159946547e-12,-1.285891692344394e-23
115088125159.77084,2.2345293963481904e-18,1.7450061543878483e-12,-1.2353975734122163e-23
117634650805.68918,2.2436292470445905e-18,1.7141831859369022e-12,-1.1868940679742129e-23
120237522776.27235,2.252780034606464e-18,1.6839150340986734e-12,-1.1403023872365824e-23
122897987832.3014,2.2619820578880564e-18,1.6541915165533146e-12,-1.095546873416372e-23
125617320321.31577,2.271235617548518e-18,1.6250026415002763e-12,-1.0525548748169952e-23
128396822788.01843,2.280541016062908e-18,1.596338604026212e-12,-1.0112566259079005e-23
131237826598.1875,2.28989855773325e-18,1.5681897825433444e-12,-9.715851322073136e-24
134141692576.3926,2.2993085486996696e-18,1.540546735296933e-12,-9.334760597748694e-24
137109811657.82224,2.308771296951591e-18,1.5134001969404499e-12,-8.968676291289973e-24
140143605554.53485,2.318287112339006e-18,1.4867410751771419e-12,-8.61700513410775e-24
143244527436.44623,2.3278563065837986e-18,1.4605604474667217e-12,-8.279177406241624e-24
146414062627.39633,2.3374791932911644e-18,1.4348495577957528e-12,-7.954645997881667e-24
149653729316.60648,2.3471560879610782e-18,1.409599813510684e-12,-7.642885508443199e-24
152965079285.8844,2.356887307999831e-18,1.384802782212135e-12,-7.343391381682201e-24
156349698652.9188,2.3666731727316543e-18,1.3604501887093086e-12,-7.055679075407092e-24
159809208631.02066,2.376514003410392e-18,1.3365339120333116e-12,-6.779283264394327e-24
163345266305.67517,2.3864101232312673e-18,1.3130459825082492e-12,-6.513757075177168e-24
166959565428.27628,2.396361857342696e-18,1.2899785788789368e-12,-6.2586713514262e-24
170653837227.42365,2.406369532858198e-18,1.2673240254941396e-12,-6.0136139486953714e-24
174429851238.1716,2.416433478868358e-18,1.24507478954422e-12,-5.7781890573544074e-24
178289416149.62747,2.426554026452876e-18,1.2232234783521423e-12,-5.552016552575159e-24
182234380671.29767,2.436731508692669e-18,1.2017628367168198e-12,-5.334731370289863e-24
186266634418.61755,2.4469662606820792e-18,1.1806857443076608e-12,-5.125982908075081e-24
190388108818.06076,2.4572586195411322e-18,1.1599852131094722e-12,-4.925434449966396e-24
194600778032.28265,2.4676089244278688e-18,1.1396543849166035e-12,-4.732762614240789e-24
198906659905.7332,2.4780175165507645e-18,1.1196865288754232e-12,-4.547656823246891e-24
203307816931.1929,2.4884847391812164e-18,1.1000750390741676e-12,-4.369818794400042e-24
207806357237.6947,2.4990109376661094e-18,1.080813432179233e-12,-4.19896205149289e-24
212404435600.30612,2.509596459440456e-18,1.0618953451170025e-12,-4.034811455508179e-24
217104254472.25403,2.520241654040114e-18,1.043314532800311e-12,-3.877102754151965e-24
221908065039.88885,2.530946873114586e-18,1.0250648658986786e-12,-3.725582149356761e-24
226818168300.9829,2.5417124704398783e-18,1.007140328651482e-12,-3.5800058820369754e-24
231836916166.90588,2.552538801931471e-18,9.895350167231302e-13,-3.440139833402495e-24
236966712589.1697,2.563426225657338e-18,9.722431350995597e-13,-3.3057591421705445e-24
242210014710.90955,2.574375101851055e-18,9.552589960251315e-13,-3.1766478370375232e-24
247569334043.8409,2.5853857929249904e-18,9.3857701697919e-13,-3.052598483800576e-24
253047237671.26,2.5964586634835747e-18,9.221917186914926e-13,-2.9334118465428802e-24
258646349477.66125,2.6075940803366464e-18,9.060977231957573e-13,-2.818896562319147e-24
264369351405.5635,2.618792412512888e-18,8.902897519205817e-13,-2.708868828802003e-24
270218984740.14484,2.6300540312733318e-18,8.747626238170005e-13,-2.6031521043708186e-24
276198051422.30493,2.6413793101249623e-18,8.595112535219642e-13,-2.5015768201444023e-24
282309415390.7696,2.652768624834376e-18,8.445306495570729e-13,-2.403980103481396e-24
288556003953.9144,2.6642223534415644e-18,8.298159125617859e-13,-2.3102055124886456e-24
294940809191.9201,2.6757408762737417e-18,8.153622335605554e-13,-2.2201027810981952e-24
301466889389.9636,2.6873245759592786e-18,8.011648922631343e-13,-2.1335275742905243e-24
308137370503.1195,2.6989738374417094e-18,7.872192553974432e-13,-2.050341253058073e-24
314955447653.67444,2.7106890479938346e-18,7.735207750743632e-13,-1.970410648720519e-24
321924386661.57245,2.7224705972319e-18,7.600649871838246e-13,-1.8936078462178017e-24
329047525608.72406,2.734318877129867e-18,7.46847509821588e-13,-1.8198099760224748e-24
336328276437.9285,2.7462342820337712e-18,7.338640417461177e-13,-1.7488990143271945e-24
343770126587.1747,2.758217208676161e-18,7.211103608649611e-13,-1.680761591176964e-24
351376640660.10675,2.770268056190636e-18,7.085823227500586e-13,-1.61528880622892e-24
359151462133.4378,2.7823872261264428e-18,6.96275859181443e-13,-1.5523760518351256e-24
367098315102.1711,2.794575122463221e-18,6.841869767187177e-13,-1.4919228431563417e-24
375221006063.409,2.806832151625769e-18,6.723117552998507e-13,-1.4338326550262154e-24
383523425739.6464,2.8191587224989454e-18,6.606463468667008e-13,-1.3780127652961865e-24
392009550942.4042,2.8315552464426417e-18,6.491869740167721e-13,-1.324374104403397e-24
400683446477.0992,2.8440221373068528e-18,6.379299286806892e-13,-1.2728311109124558e-24
409549267090.0633,2.8565598114468375e-18,6.26871570824892e-13,-1.2233015927937462e-24
418611259458.6423,2.8691686877383684e-18,6.160083271790603e-13,-1.1757065942090298e-24
427873764225.3307,2.88184918759308e-18,6.053366899877885e-13,-1.1299702675849354e-24
437341218076.918,2.894601734973907e-18,5.94853215786038e-13,-1.0860197507636486e-24
447018155869.6221,2.9074267564106046e-18,5.845545241979274e-13,-1.0437850490286358e-24
456909212801.2804,2.920324681015396e-18,5.7443729675835e-13,-1.0031989218107868e-24
467019126631.5696,2.9332959404986775e-18,5.644982757570556e-13,-9.641967738888418e-25
477352739951.3684,2.9463409691848423e-18,5.547342631047028e-13,-9.267165509050742e-25
487915002502.3311,2.9594602040281887e-18,5.451421192204775e-13,-8.90698639024293e-25
498710973547.7853,2.9726540846289333e-18,5.357187619408606e-13,-8.560857685711745e-25
509745824296.0905,2.9859230532493186e-18,5.264611654491305e-13,-8.228229214878291e-25
521024840377.61694,2.9992675548298122e-18,5.173663592252036e-13,-7.908572424590969e-25
532553424376.5324,3.0126880370054175e-18,5.084314270154175e-13,-7.601379535600641e-25
544337098418.60913,3.0261849501220684e-18,4.996535058218707e-13,-7.306162722853625e-25
556381506816.2952,3.0397587472531443e-18,4.910297849109406e-13,-7.022453328258281e-25
568692418772.2896,3.0534098842160426e-18,4.825575048406244e-13,-6.7498011046341395e-25
581275731142.9839,3.0671388195889214e-18,4.742339565062961e-13,-6.487773489601603e-25
594137471263.006,3.0809460147274782e-18,4.660564802045828e-13,-6.235954908224275e-25
607283799832.282,3.0948319337818624e-18,4.580224647149676e-13,-5.993946103258535e-25
620721013866.9774,3.1087970437136866e-18,4.501293463987926e-13,-5.761363491914532e-25
634455549715.7308,3.1228418143131365e-18,4.423746083153257e-13,-5.537838548074135e-25
648493986142.6289,3.1369667182161898e-18,4.347557793545602e-13,-5.323017208955103e-25
662843047478.3962,3.1511722309219374e-18,4.2727043338642673e-13,-5.116559305248817e-25
677509606841.3115,3.1654588308100094e-18,4.199161884260995e-13,-4.918138013801566e-25
692500689429.3976,3.1798269991581122e-18,4.1269070581508453e-13,-4.7274393319409895e-25
707823475885.4282,3.1942772201596468e-18,4.055916894178036e-13,-4.54416157259134e-25
723485305736.4489,3.2088099809414883e-18,3.986168848333336e-13,-4.368014879349117e-25
739493680909.346,3.2234257715818152e-18,3.917640786220631e-13,-4.198720760729522e-25
755856269324.2318,3.238125085128081e-18,3.850310975469422e-13,-4.036011642820632e-25
772580908567.3354,3.252908417615086e-18,3.784158078290563e-13,-3.8796304396168566e-25
789675609645.1606,3.267776268083153e-18,3.719161144172491e-13,-3.72933014032814e-25
807148560821.7128,3.2827291385964257e-18,3.655299602715247e-13,-3.5848734129928208e-25
825008131540.6305,3.297767534261269e-18,3.5925532565996215e-13,-3.4460322237474873e-25
843262876434.1007,3.3128919632447864e-18,3.530902274688857e-13,-3.312587471132535e-25
861921539420.4862,3.3281029367934453e-18,3.4703271852603004e-13,-3.1843286348370585e-25
880993057892.5841,3.3434009692518083e-18,3.410808869364704e-13,-3.061053438311091e-25
900486566998.6278,3.3587865780814083e-18,3.352328554310328e-13,-2.9425675246958915e-25
920411404017.9427,3.374260283879703e-18,3.2948678072699416e-13,-2.82868414554309e-25
940777112833.4576,3.3898226103991632e-18,3.2384085290080154e-13,-2.7192238618176945e-25
961593448503.1678,3.4054740845664708e-18,3.182932947725939e-13,-2.6140142566970065e-25
982870381932.7544,3.4212152365018413e-18,3.128423613022972e-13,-2.5128896596988904e-25
1004618104651.5898,3.4370465995384493e-18,3.074863389970723e-13,-2.415690881690244e-25
1026847033694.422,3.452968710241992e-18,3.0222354532989854e-13,-2.3222649603454676e-25
1049567816591.0756,3.4689821084303506e-18,2.970523281690774e-13,-2.2324649156404925e-25
1072791336466.5558,3.485087337193388e-18,2.919710652184513e-13,-2.1461495149855734e-25
1096528717254.014,3.501284942912862e-18,2.869781634681267e-13,-2.0631830476153233e-25
1120791329023.0112,3.5175754752824365e-18,2.8207205865551484e-13,-1.9834351078696312e-25
1145590793425.7705,3.533959487327868e-18,2.772512147364627e-13,-1.9067803870133182e-25
1170938989263.8445,3.550437535427262e-18,2.7251412336632185e-13,-1.833098473257564e-25
1196848058178.0054,3.567010179331473e-18,2.678593033907318e-13,-1.762273659657982e-25
1223330410464.0188,3.5836779821846346e-18,2.6328530034595117e-13,-1.6941947595780893e-25
1250398731017.1057,3.600441510544804e-18,2.5879068596854527e-13,-1.628754929419306e-25
1278065985407.933,3.6173013344047355e-18,2.5437405771425653e-13,-1.56585149832983e-25
1306345426093.0515,3.634258027212781e-18,2.500340382858796e-13,-1.5053858046166424e-25
1335250598762.7417,3.6513121658939196e-18,2.4576927516997235e-13,-1.4472630385959298e-25
1364795348829.337,3.6684643308709195e-18,2.4157844018222974e-13,-1.3913920916276e-25
1394993828059.05,3.6857151060855854e-18,2.3746022902136587e-13,-1.3376854110890264e-25
1425860501350.6565,3.7030650790202224e-18,2.334133608313208e-13,-1.2860588610537753e-25
1457410153664.053,3.7205148407191494e-18,2.2943657777166183e-13,-1.2364315884504285e-25
1489657897102.1797,3.738064985810376e-18,2.2552864459600147e-13,-1.1887258944843666e-25
1522619178149.631,3.755716112527411e-18,2.216883482382884e-13,-1.1428671111151767e-25
1556309785071.4348,3.7734688227312015e-18,2.1791449740682076e-13,-1.0987834823898222e-25
1590745855475.5376,3.7913237219322015e-18,2.1420592218583416e-13,-1.0564060504405664e-25
1625943884042.6304,3.8092814193125764e-18,2.105614736445203e-13,-1.0156685459625552e-25
1661920730427.0042,3.827342527748553e-18,2.0698002345333647e-13,-9.76507282995321e-26
1698693627332.2275,3.845507663832881e-18,2.0346046350746515e-13,-9.388610578378141e-26
1736280188765.529,3.8637774478974655e-18,2.000017055572888e-13,-9.026710519341032e-26
1774698418474.7476,3.882152504036082e-18,1.9660268084575296e-13,-8.67880738573242e-26
1813966718572.1096,3.900633460127313e-18,1.932623397524685e-13,-8.344357932527452e-26
1854103898348.681,3.91922094785754e-18,1.8997965144445e-13,-8.022840075614572e-26
1895129183283.92,3.937915602744128e-18,1.867536035333466e-13,-7.713752064428558e-26
1937062224254.577,3.9567180641587234e-18,1.835832017390479e-13,-7.416611687058027e-26
1979923106947.3484,3.975628975350716e-18,1.8046746955954503e-13,-7.130955506546228e-26
2023732361479.8064,3.9946489834708174e-18,1.7740544794692633e-13,-6.856338127156314e-26
2068510972234.208,4.013778739594814e-18,1.7439619498939385e-13,-6.592331489422246e-26
2114280387908.8943,4.033018898747431e-18,1.714387855991833e-13,-6.338524192849731e-26
2161062531792.1123,4.052370119926378e-18,1.685323112062788e-13,-6.094520845179232e-26
2208879812263.073,4.071833066126486e-18,1.6567587945781564e-13,-5.859941437166566e-26
2257755133525.544,4.091408404364068e-18,1.6286861392304936e-13,-5.634420741873791e-26
2307711906578.7583,4.1110968057013615e-18,1.6010965380380712e-13,-5.41760773750811e-26
2358774060431.171,4.130898945271141e-18,1.5739815365030092e-13,-5.209165052881162e-26
2410966053562.314,4.150815502301501e-18,1.5473328308220906e-13,-5.008768434599128e-26
2464312885638.2705,4.170847160140751e-18,1.521142265149236e-13,-4.81610623512827e-26
2518840109486.37,4.190994606282493e-18,1.4954018289086813e-13,-4.6308789209147977e-26
2574573843334.846,4.2112585323908425e-18,1.4701036541578897e-13,-4.4527985997711354e-26
2631540783323.3213,4.2316396343257896e-18,1.4452400129992588e-13,-4.281588566770333e-26
2689768216290.1226,4.2521386121687495e-18,1.4208033150397078e-13,-4.116982867921114e-26
2749284032842.438,4.2727561702482004e-18,1.3967861048972753e-13,-3.958725880925555e-26
2810116740715.8853,4.293493017165569e-18,1.3731810597537238e-13,-3.80657191234553e-26
2872295478429.4688,4.314349865821207e-18,1.3499809869524604e-13,-3.66028481053694e-26
2935850029242.785,4.335327433440532e-18,1.327178821640775e-13,-3.5196375937288295e-26
3000810835422.0327,4.3564264416003594e-18,1.304767624455633e-13,-3.384412092654056e-26
3067209012821.685,4.377647616255358e-18,1.2827405792521776e-13,-3.254398607160227e-26
3135076365788.8057,4.3989916877646955e-18,1.26109099087415e-13,-3.129395576250785e-26
3204445402397.1484,4.420459390918821e-18,1.2398122829654314e-13,-3.0092092610299e-26
3275349350018.34,4.4420514649664386e-18,1.2188979958219418e-13,-2.893653440044393e-26
3347822171237.5977,4.463768653641608e-18,1.1983417842831247e-13,-2.782549116535866e-26
3421898580121.6465,4.4856117051910646e-18,1.178137415662284e-13,-2.6757242371355467e-26
3497614058846.443,4.507581372401611e-18,1.1582787677150693e-13,-2.5730134215536233e-26
3575004874693.1016,4.5296784126278126e-18,1.1387598266452986e-13,-2.4742577028305782e-26
3654108097419.605,4.55190358781973e-18,1.1195746851475543e-13,-2.379304277737282e-26
3734961617017.034,4.574257664550896e-18,1.1007175404857577e-13,-2.288006266925198e-26
3817604161858.656,4.5967414140464354e-18,1.0821826926070907e-13,-2.200222484444468e-26
3902075317250.593,4.61935561221137e-18,1.0639645422905938e-13,-2.1158172162629327e-26
3988415544392.958,4.642101039659073e-18,1.0460575893297894e-13,-2.0346600074328057e-26
4076666199760.54,4.664978481739928e-18,1.0284564307486963e-13,-1.9566254575661904e-26
4166869554912.3145,4.6879887285701326e-18,1.0111557590506093e-13,-1.8815930242940042e-26
4259068816739.317,4.711132575060704e-18,9.941503604990202e-14,-1.8094468343954813e-26
4353308148160.357,4.734410820946615e-18,9.774351134301234e-14,-1.7400755022974913e-26
4449632689276.009,4.757824270816182e-18,9.610049865962141e-14,-1.6733719556552573e-26
4548088578990.326,4.781373734140559e-18,9.448550375395325e-14,-1.6092332677369904e-26
4648722977111.146,4.805060025303453e-18,9.289804109958884e-14,-1.5475604963462576e-26
4751584086939.369,4.8288839636310015e-18,9.13376337327546e-14,-1.4882585290258322e-26
4856721178358.061,4.852846373421838e-18,8.980381309848191e-14,-1.4312359342973778e-26
4964184611432.446,4.8769480839773444e-18,8.829611889958387e-14,-1.376404818700406e-26
5074025860532.095,4.90118992963208e-18,8.681409894839671e-14,-1.323680689404161e-26
5186297538986.845,4.925572749784392e-18,8.535730902123428e-14,-1.2729823221735864e-26
5301053424288.292,4.9500973889272375e-18,8.392531271550535e-14,-1.2242316344806801e-26
5418348483848.938,4.9747646966791594e-18,8.251768130944271e-14,-1.177353563559541e-26
5538238901331.1,4.999575527815445e-18,8.113399362439954e-14,-1.1322759492118234e-26
5660782103558.813,5.024530742299543e-18,7.977383588965664e-14,-1.0889294211769609e-26
5786036788024.792,5.049631205314586e-18,7.843680160970447e-14,-1.0472472908886618e-26
5914062951006.223,5.074877787295153e-18,7.712249143394622e-14,-1.0071654474461378e-26
6044921916302.6455,5.1002713639592126e-18,7.583051302877966e-14,-9.686222576354998e-27
6178676364609.702,5.125812816340257e-18,7.456048095201318e-14,-9.31558469842866e-27
6315390363542.825,5.15150303081964e-18,7.331201652957278e-14,-8.959171217072132e-27
6455129398325.269,5.17734289915911e-18,7.208474773445696e-14,-8.61643451366958e-27
6597960403155.1455,5.203333318533533e-18,7.087830906789817e-14,-8.286848121598467e-27
6743951793266.589,5.2294751915638265e-18,6.969234144268902e-14,-7.969905906410497e-27
6893173497700.031,5.255769426350057e-18,6.852649206863624e-14,-7.665121277904129e-27
7045696992798.148,5.28221693650482e-18,6.73804143400954e-14,-7.37202643283857e-27
7201595336442.396,5.308818641186733e-18,6.625376772555757e-14,-7.090171627095764e-27
7360943203047.378,5.335575465134185e-18,6.51462176592424e-14,-6.819124476140591e-27
7523816919329.452,5.362488338699274e-18,6.405743543466369e-14,-6.558469282674918e-27
7690294500866.806,5.389558197881949e-18,6.298709810012992e-14,-6.307806390424e-27
7860455689468.456,5.416785984364374e-18,6.193488835614443e-14,-6.066751563036787e-27
8034381991370.132,5.444172645545482e-18,6.090049445466938e-14,-5.8349353871199816e-27
8212156716275.289,5.4717191345757545e-18,5.988361010021967e-14,-5.612002698463885e-27
8393865017260.05,5.499426410392213e-18,5.888393435275207e-14,-5.397612030557592e-27
8579593931560.77,5.5272954377535796e-18,5.790117153231879e-14,-5.191435084523006e-27
8769432422264.777,5.555327187275748e-18,5.693503112544729e-14,-4.9931562196327594e-27
8963471420922.922,5.5835226354673656e-18,5.598522769322156e-14,-4.802471963611373e-27
9161803871105.324,5.611882764765693e-18,5.5051480781028326e-14,-4.619090541946329e-27
9364524772920.822,5.640408563572663e-18,5.413351482993922e-14,-4.4427314254700525e-27
9571731228521.477,5.669101026291162e-18,5.3231059089698486e-14,-4.273124895501296e-27
9783522488613.943,5.697961153361534e-18,5.23438475332866e-14,-4.1100116258601706e-27
10000000000000.0,5.726989951298298e-18,5.1471618773030606e-14,-4.029188781187051e-27
